MAE,Sm,wFm,Em
0.12724171578884125,0.4806209856876982,0.44243995062756936,0.4108235986111129
0.8321352005004883,0.09476361924070865,0.12816966909733277,0.24798943653403535
0.12706026434898376,0.5555577119661671,0.5021297155084736,0.47332415006080797
0.6347782611846924,0.19382424811430415,0.16393517993532297,0.24946277017066543
0.12074044346809387,0.6231499872990083,0.7878040815488396,0.6942488495985218
0.8840135335922241,0.0920947089760715,0.3042679107607168,0.08956821541440554
0.3816666603088379,0.3296380279781356,0.25860832718080656,0.29790911703517275
0.4557648003101349,0.32755859692257927,0.4554634771341406,0.3231941020144127
0.7864912748336792,0.10873063499831401,0.060930854320138554,0.24921348703621765
0.4433490037918091,0.30082694325423376,0.2559490512087506,0.2885353219521261
0.8599614500999451,0.08926668301238336,0.20104282079683092,0.12497062729717011
0.6688594222068787,0.19546993255667927,0.30742413717491013,0.20959019705549067
0.5300329327583313,0.23792072328305267,0.07100046388680509,0.2532665271216271
0.18829259276390076,0.6583199597221316,0.7807643037702283,0.6510640339843963
0.28442415595054626,0.5295042315881305,0.6052335039092576,0.46790593063430674
0.25116845965385437,0.4353546220196407,0.3238399265109535,0.33238286290722024
0.13845989108085632,0.472755071977231,0.3690711476652995,0.3540785854304004
0.6423389911651611,0.22653621124319817,0.417701039681346,0.26107930739390783
0.2965989410877228,0.38722877761282837,0.3791981073188547,0.34959633334928697
0.5422127842903137,0.28585987810234265,0.3781097840574155,0.27063463341640837
0.44279444217681885,0.3272596741262791,0.30788542411694475,0.2936921925566386
0.9460816383361816,0.028624283543400235,0.054895636513484655,0.24973026785581354
0.3758491277694702,0.31735473874589687,0.1043046040890094,0.2639776132772616
0.34548959136009216,0.3452269379763839,0.17940283979936109,0.2766253130294067
0.4002492427825928,0.36853907149447857,0.4601618692466841,0.36273303484723485
0.4064469337463379,0.36838090501710574,0.48363579602432694,0.3600612298717437
0.2795425355434418,0.44559989437701863,0.5676797694461129,0.4452179779250861
0.822246253490448,0.11274419349264415,0.2570303833459151,0.1320951547988284
0.6081399321556091,0.20100899899656538,0.09638458751213617,0.255369634223905
0.6376000642776489,0.1963649598065236,0.19819576247575238,0.2576345833503405
0.09890029579401016,0.45602342579253413,0.12728216448344953,0.27287472008603797
0.49871590733528137,0.3155619026066957,0.4367716064304525,0.3116410411244703
0.39805367588996887,0.3131705294080201,0.21804080788231195,0.28118166493462415
0.9458159804344177,0.037063286784518444,0.1171205384454623,0.17996478397615295
0.5353230237960815,0.30594933634507726,0.43504990396706855,0.29389690081934006
0.330640971660614,0.3633305159116166,0.22195947036610877,0.29413846582458025
0.22893433272838593,0.5580919808242091,0.6598802275667048,0.5316175033977537
0.9232175350189209,0.05942778422987944,0.22038661156598938,0.1405412603793574
0.25680631399154663,0.40180605055815544,0.511611478448854,0.42224508220873547
0.5097158551216125,0.25890771744258245,0.15768413273472404,0.263642689955206
0.029860636219382286,0.4929908055469437,0.05703283818989446,0.26674728941810444
0.37688735127449036,0.44417909461914223,0.6007932105638055,0.4156716348228036
0.23904936015605927,0.382513349805052,0.09353679518063006,0.25873235896150504
0.342633455991745,0.35178116143404825,0.2805503640673481,0.3104420730114348
0.4373611807823181,0.29910312169914866,0.22459325347668768,0.2822666152988869
0.9572914838790894,0.025314851053573322,0.07252614122506867,0.24697369353223597
0.8163000345230103,0.10543626395651624,0.16481365673095613,0.19375674417081373
0.548349142074585,0.2321488930125639,0.09950890593261581,0.2563105715711444
0.22913669049739838,0.49020570410822206,0.4974667147570857,0.42885600145005176
0.19578126072883606,0.40380095873292066,0.06110586784740883,0.25479507917156763
0.04974217712879181,0.5852507322404871,0.4310326805831832,0.47408773027796247
0.5274543762207031,0.2658787664910829,0.30701656896509694,0.28814760327709416
0.9736214280128479,0.021611396807972992,0.10555017767616365,0.2251345302078761
0.9800898432731628,0.013889495269959232,0.06822102776677827,0.2477958664883564
0.39445099234580994,0.30868587309175716,0.12795865508804283,0.260942589470714
0.24933180212974548,0.3863884861235043,0.21766419593390268,0.28814282523541646
0.40166163444519043,0.32719098722553225,0.329068678121367,0.31189066266305376
0.3118850588798523,0.3456891881030221,0.06172189676077808,0.25295806955022215
0.14870864152908325,0.4460743728160713,0.1788813760830069,0.29144360705582867
0.5340920686721802,0.25544169350041535,0.24910633704829802,0.2599663444556947
0.4554775655269623,0.34423232258030906,0.40399415950367285,0.31240391931463407
0.5388134121894836,0.24228584828596755,0.17356181183063735,0.25780204565618614
0.6981644630432129,0.15364229549265557,0.06387151478029698,0.2491918097753281
0.3500678837299347,0.3325481671442639,0.13965875413616374,0.26790146740339504
0.28371232748031616,0.3600577880762351,0.05635839299846639,0.25166181278216393
0.4310513138771057,0.2873583536267156,0.06695438863940187,0.2547162055530392
0.880424976348877,0.09003060016480287,0.2494196466464275,0.19761007530721963
0.2406105101108551,0.38655883224356224,0.10417855709791625,0.2580681468358461
0.5916759967803955,0.2256945192125969,0.22075630068397878,0.26871271070587677
0.08083075284957886,0.6022757100268779,0.6389315326280894,0.6385719714870881
0.5372634530067444,0.25687335531530436,0.3304471561397399,0.2783741495166274
0.2692190408706665,0.3834762626038973,0.4441180278374119,0.3801642955941508
0.7175828218460083,0.15222114530307823,0.14815134818561443,0.24137800562052453
0.3649519085884094,0.33267568504391576,0.16380202383369805,0.2729105969117703
0.38707053661346436,0.34080363137995356,0.3345278249770918,0.31829453931504925
0.39386093616485596,0.4430062879224175,0.6405134806364267,0.4207582252912548
0.4612850546836853,0.274479861686151,0.1035734251496125,0.25971196227564786
0.9468816518783569,0.04708040396825752,0.17822157545261444,0.1852461312779696
0.30549636483192444,0.38267748090927894,0.36588116192369563,0.3434718453160632
0.011072427034378052,0.9016060288046512,0.6387072619689467,0.8696108050451182
0.209731787443161,0.5238859781018183,0.5550512313694135,0.4551349153456728
0.12902896106243134,0.4819655649220166,0.3206785976374371,0.36658218715369295
0.3493998646736145,0.4121740176632802,0.46605915642419776,0.36734706262227523
0.8234362006187439,0.09828990150648721,0.13499870788754662,0.20975256011864588
0.15486855804920197,0.5786734025493223,0.6196541876984928,0.5312611297118779
0.6028690934181213,0.22413135897403968,0.2543056898738792,0.25644178527082295
