MAE,Sm,wFm,Em
0.15586955845355988,0.44513353419715607,0.1542648959770247,0.284533035036318
0.840414822101593,0.08755451258034821,0.09790553069228498,0.2502550096602202
0.1631799191236496,0.43508264382345063,0.10858062295693657,0.27287802979794384
0.6453075408935547,0.18636405611690413,0.12288457196089829,0.24931548589948688
0.1694067269563675,0.4851549807632036,0.580121760560105,0.5154042108108888
0.9210293889045715,0.05834748048708424,0.1945984968289954,0.09245869313871034
0.4040103256702423,0.3078208900822845,0.1160787402121004,0.258668035537955
0.48534250259399414,0.297541730874648,0.3521141696959614,0.2862244153273366
0.7774041295051575,0.12130619607435734,0.11833286725629918,0.2502892747211248
0.4688760042190552,0.27415932978471413,0.10605772931841276,0.2554096389872116
0.8750038743019104,0.07622511259682431,0.14977029131124522,0.1750545049120291
0.6988911628723145,0.16963916201625112,0.2046632906576882,0.2224801694662742
0.5317928791046143,0.24090290711195353,0.08702079589908142,0.2501330642127433
0.29017168283462524,0.43656458473202275,0.463941451519776,0.4001411078084002
0.32559099793434143,0.4650350969496696,0.4445291528549402,0.3840941500784779
0.27877122163772583,0.38093917824332224,0.14165793514441724,0.2684809295637921
0.16336484253406525,0.43524527380923866,0.1333366630682833,0.26643723306078304
0.7182540893554688,0.15753172963026912,0.17191288876147665,0.24579688310294465
0.33372172713279724,0.3497583234042367,0.15100247314371681,0.2710600814940503
0.5854334831237793,0.22894620299665022,0.20961030372165332,0.2558309830539544
0.47247564792633057,0.2855517624063013,0.1676467611295072,0.2597587675009574
0.9339101910591125,0.041531372742000694,0.10658698088850048,0.24776432003424154
0.3847053349018097,0.3205594611202627,0.11269612987467904,0.25606656401354344
0.35955706238746643,0.33227470881875526,0.1245014069116355,0.2583284784575327
0.437053382396698,0.30612153547758647,0.3004699702340771,0.29699360238977307
0.45528697967529297,0.3240192076981562,0.2938302287480861,0.2905014225772591
0.3355439305305481,0.36403005334497984,0.3025869955579107,0.3145797223833565
0.8357900381088257,0.10417256071789031,0.21688042746392028,0.18233244983077046
0.6136350035667419,0.2009712915379263,0.09397455181494321,0.24982691706385654
0.6553446650505066,0.1862426934498435,0.14242673756947458,0.2513578956110951
0.10974296182394028,0.45497137309021385,0.0804819643639331,0.25963618441844205
0.5677273869514465,0.23597388913463269,0.16961623231248488,0.25561276908376435
0.41707074642181396,0.30073053566825064,0.12012589711715672,0.2549296780264211
0.9372538924217224,0.045392123556478106,0.15105090928043827,0.19086829066794797
0.5898590087890625,0.23900944159969462,0.24847068549668047,0.2505539436986298
0.33300673961639404,0.38011386255995727,0.25433091045570017,0.3038590016218373
0.2921302616596222,0.4411995164822722,0.3900400245802718,0.37264904997871506
0.9565586447715759,0.03052792409328792,0.10706124256143251,0.22759127828583808
0.31165266036987305,0.3621266015434998,0.1800344002954178,0.2793816292796836
0.521133542060852,0.24981442722121203,0.12260674969279667,0.25357800890725934
0.03790246322751045,0.4901160347507751,0.03197242721905453,0.26104268966889443
0.46200820803642273,0.30623666867296917,0.31397598361975476,0.29093767090497624
0.2485642433166504,0.3871407303212736,0.11314201714697908,0.25659913185736016
0.3664761185646057,0.3289063401069931,0.1412062772086138,0.26630717830939754
0.45221811532974243,0.28982135754282995,0.16496866911096633,0.26385289740822615
0.949582040309906,0.03345883158956052,0.10446069872066271,0.24745247923395286
0.8237459063529968,0.10032880749442094,0.14255945732027514,0.21670259386093838
0.5534505844116211,0.23030266517484457,0.0851237341214296,0.2508579651371818
0.2806601822376251,0.37242725244704733,0.12890288120153526,0.2659501066438258
0.2069418728351593,0.40776981745456997,0.08799521238628846,0.25389065626671325
0.0722547248005867,0.4823734572432451,0.06500082348025621,0.2650466826054491
0.5625642538070679,0.23503433641554475,0.16075271337015587,0.2570469704057691
0.9709411263465881,0.024079114023623838,0.11645227332623112,0.245766090603781
0.9694098234176636,0.024529530274434518,0.10922858053587386,0.23868632129428916
0.40072762966156006,0.30745103157305637,0.11243036834519293,0.25283819834637367
0.2640829086303711,0.3830132370593469,0.15690053281268462,0.2666850043955302
0.430812269449234,0.3022066629552465,0.19221633405496102,0.27036317362554774
0.3185167610645294,0.349790646024426,0.09367397875436655,0.25299287644839863
0.15513457357883453,0.43007013009318656,0.0887666867076184,0.25962760275506536
0.5400260090827942,0.25395428175239104,0.2360542475752631,0.2557140235078602
0.49120113253593445,0.29476101291763956,0.2633041144717016,0.2767421236017418
0.5466820001602173,0.2409480053012392,0.16124951721492445,0.254368902331217
0.6926708817481995,0.166051533283786,0.125182179407971,0.2510572688929694
0.3561003506183624,0.33306275591259277,0.13971535295129445,0.26154154807944807
0.2891541123390198,0.3631324232943242,0.08532720469873631,0.25344395187020263
0.4347221255302429,0.29126868997626226,0.08959181268748646,0.25191488997029376
0.9256072044372559,0.04434260994451082,0.09506684270445821,0.24205230159732982
0.2446744590997696,0.38777364023358624,0.12014693535156151,0.259914662542475
0.6051334142684937,0.21282964437154325,0.17345904355479402,0.253475862370499
0.1114557608962059,0.4717818494579939,0.3463696934690443,0.4230519343487146
0.5755516290664673,0.23394633552640628,0.20269914188541133,0.25707893534752735
0.2869054675102234,0.37958536084100064,0.34888128796603396,0.34525037128016045
0.730785071849823,0.14343778101246446,0.10089196929913327,0.25028589176237215
0.3728494644165039,0.34051444420642624,0.16179744051696057,0.2699652711288305
0.42394736409187317,0.29866237972769566,0.12570385386476068,0.25905019247133887
0.4760795533657074,0.3352508992284093,0.41716590953820015,0.30641423908574483
0.46730053424835205,0.2751301142201889,0.10260331639045156,0.25323493897166915
0.9621363282203674,0.029688756308953363,0.1264349227291734,0.24409247170354814
0.33872437477111816,0.34629993533574865,0.16102846252683656,0.2712602216115736
0.032018084079027176,0.5589915608226653,0.06826142692582889,0.3234865866404171
0.24277649819850922,0.4690658082714342,0.3586593662507536,0.35663635016859874
0.1455952376127243,0.4518529245622062,0.14163755780165235,0.28675869813316945
0.39480939507484436,0.34063491984284316,0.26107057776652454,0.29217781730631043
0.8174216747283936,0.10875625879332414,0.17461309493668178,0.22762080358913106
0.1705365777015686,0.561515566599843,0.5109449197369413,0.4902666946002051
0.6314265727996826,0.19557873787471944,0.13326991209673153,0.25270264117339447
0.2785671651363373,0.3686562772258069,0.098425113630424,0.25432721588637874
0.6918788552284241,0.17202499503474325,0.1812427170203689,0.2404821691179599
0.4837292432785034,0.2833317356509327,0.2019473903923737,0.26884112142207983
0.6132206320762634,0.23915673896197726,0.353689710778703,0.23778241556811977
0.2681315839290619,0.375321028633488,0.09701518665070291,0.26265666457891246
0.27759358286857605,0.37241373939077727,0.13236019000299615,0.2568306626448023
0.6828405857086182,0.1783155963320211,0.18590713650077603,0.24150593603022402
0.9735449552536011,0.022598200254239583,0.11227711748007713,0.2483154930785622
0.3918837308883667,0.36129602391895255,0.3075591904502818,0.3064814662775719
0.06676754355430603,0.4852115470952699,0.06338282592496856,0.2679696474839639
0.1444856822490692,0.531614917896538,0.40030041014065076,0.43144480023699566
0.7287182211875916,0.14398609963094144,0.0988695007326271,0.2507514696962544
0.8055597543716431,0.10680288504506376,0.11799396848546546,0.24118041539363289
0.5835087299346924,0.2362771393738456,0.2817707498143423,0.253392248030925
0.9812494516372681,0.018750613555312157,0.1109175423899223,0.020656657829108256
0.12791913747787476,0.456758934317879,0.08942063931767699,0.26509280557416304
0.42963287234306335,0.323870371747781,0.30820842706603163,0.30533439990897887
0.056637879461050034,0.5127714505531551,0.15021511832060508,0.35412983071547344
0.7089930176734924,0.16666755948222278,0.19885672295798182,0.22468817468508903
0.20701052248477936,0.47223554134086754,0.47430313666715473,0.4400937360163977
0.4444570243358612,0.29032260438011803,0.14064280112426114,0.26004507907202806
0.034455250948667526,0.5669160121443257,0.06407472916359298,0.33400121093578816
0.4579894244670868,0.3285092104660936,0.3686582492275578,0.3049190813933701
0.6171660423278809,0.20404619623899323,0.14016139196540892,0.24970284232947293
0.723874032497406,0.1458287613618156,0.09092559231883822,0.2483938761098659
0.7100001573562622,0.1579042682258221,0.1382233801239752,0.2440235076186233
0.38634192943573,0.3479801012668772,0.3229625054004093,0.31045619251523887
0.8540353775024414,0.08285906194410854,0.1175135770555515,0.24832776004066945
0.9135379195213318,0.04931724101910993,0.08777360584008802,0.24769439154577388
0.07175774872303009,0.8170438555540249,0.6522678245493692,0.7500196378335793
0.4173024296760559,0.3058579434465486,0.16692243381471275,0.26836335356687124
0.254438579082489,0.5161248629803465,0.4270534896170066,0.39450645954893215
0.4261952340602875,0.29434454481245564,0.11341316185638327,0.2553771695636182
0.20010371506214142,0.6279294023891693,0.6321854821588537,0.5539495542376498
0.6175051331520081,0.20573938344583534,0.13867409615923812,0.252915765505183
0.5273354053497314,0.24954323241842297,0.1374132955823003,0.2585341668468748
0.12364170700311661,0.48472397226719927,0.3020571568996045,0.38410593693376927
0.7698471546173096,0.1298347392702962,0.14803356110825153,0.24028917457550397
0.4228494167327881,0.3118039706153929,0.23992116636526647,0.27924946314358357
0.09880313277244568,0.47537711781807757,0.1259953992994235,0.300008660492593
0.7143033146858215,0.167175502068208,0.2798571521925823,0.20033617816455096
0.8604684472084045,0.08296508393590168,0.14388657965093288,0.2004894333949242
0.6148093938827515,0.20297732954934725,0.12101770683506777,0.25134508661009725
0.4203541874885559,0.2978402944551364,0.09311630767956226,0.25462308856199545
0.8954459428787231,0.06908852935481553,0.17070227727263865,0.2043086404916178
0.9762664437294006,0.02170289466416442,0.11552774416132743,0.25030512352428796
0.21701714396476746,0.5151369982481762,0.5330620915114901,0.47968680336501557
0.34466320276260376,0.386348688387689,0.41188682474908384,0.3522780344372459
0.12322426587343216,0.5128055770985651,0.231127111368172,0.3528793558365141
0.2739010751247406,0.38933975703977003,0.427093424194619,0.38637114169807996
0.24621471762657166,0.3896026453390633,0.08972531707396333,0.26036478711583555
0.642219603061676,0.21063250472095993,0.3416237986235814,0.21993780221441295
0.17951767146587372,0.42187389555454735,0.11099386609937922,0.26181593298853717
0.742076575756073,0.16130651037471092,0.2776102021967231,0.18020685372026793
0.21661187708377838,0.42314459917221375,0.310352041310931,0.33506389205786724
0.589134156703949,0.23323868241766696,0.2457237153110088,0.2472673018727429
0.18092690408229828,0.426439877980079,0.22723070384446373,0.31422221700563135
0.5175678730010986,0.26286298414208953,0.22700799267801483,0.2669678908736603
0.9112228751182556,0.05267990379584295,0.10306971785616462,0.24674983915056087
0.3907410204410553,0.3162987440089124,0.12419104451478673,0.2567245192970069
0.6465238928794861,0.19350048088721278,0.15997930356768258,0.2546034832149814
0.8269675374031067,0.10131610608106464,0.14744782596048628,0.22781223803309816
0.2400255799293518,0.40867143318783455,0.23461688363462335,0.306311623066412
0.9556461572647095,0.03230699013193417,0.1182732929755685,0.244807231588205
0.08922944962978363,0.5777183068907826,0.4386945738009526,0.6065898552636517
0.8882493376731873,0.063978803414655,0.10533612519290679,0.24409528092637606
0.7050232887268066,0.16504206348325728,0.18661124758935674,0.23898755490242235
0.5144106149673462,0.26777155483123427,0.3069900648266736,0.2867041171770191
0.1974816918373108,0.4155269892439874,0.1748928381188079,0.28926311678424377
0.036280304193496704,0.49321944521787925,0.02361990574628992,0.25433221607068013
0.11591443419456482,0.5085774946033648,0.18626330206653596,0.4088467112790707
0.23924098908901215,0.39802493609691153,0.12390897303173548,0.26541839994813243
0.4943050146102905,0.26171725575106497,0.11697468194356357,0.2521205911177997
0.9726603627204895,0.021352315594457983,0.10176957509639967,0.24155955228954337
0.04382229223847389,0.5170936609448931,0.044078359056418645,0.2793141546598661
0.26407018303871155,0.44804833535450944,0.4450068135330285,0.40122340591567485
0.633557140827179,0.19393550087682798,0.11750236854389158,0.2511475616613078
0.09156514704227448,0.4679318988811594,0.04741341163061786,0.25679992493296766
0.5785340666770935,0.22184050738488267,0.1287401173728229,0.25208726924168456
0.9521976113319397,0.03425905689159587,0.12033493910710338,0.24328517781370168
0.2265988439321518,0.4701784587287586,0.4509082059721434,0.41713358805667977
0.8178857564926147,0.12226336767200084,0.23942017059912607,0.18456330038776042
0.8351387977600098,0.09611374578012646,0.14686246772917316,0.23319184973805945
0.2753455340862274,0.36916023669033954,0.08309259118269116,0.25594796483453
0.6000028848648071,0.22612281897220526,0.23875397670956516,0.2508730160899282
0.403029203414917,0.3143333144936086,0.1466939732931766,0.26448147431873054
0.44526875019073486,0.2875994098124503,0.10754569490995232,0.2515568043951777
0.07751622051000595,0.7154939568171739,0.677523193485017,0.7156865047321068
0.13700377941131592,0.4524372310954767,0.18407112105013104,0.3065419068313272
0.8584507703781128,0.08194157034867593,0.12661279895693842,0.22500301436008752
0.6922727823257446,0.16966630649191747,0.1432641677427901,0.25333551506874874
0.9112087488174438,0.0553115410876494,0.1236988895511052,0.22685209587059912
0.3278285562992096,0.36098892461579746,0.39409967160572296,0.3547468462351653
0.3167489469051361,0.3540049289009042,0.12177791261173974,0.2605575752948135
0.49970242381095886,0.31629959108333533,0.36783109271472036,0.295065994536449
0.03338759019970894,0.48914542083531104,0.04534441381080841,0.27522986720110587
0.051696326583623886,0.5148256082104363,0.0721840121475121,0.2919279139670391
0.6350123882293701,0.19853602645039142,0.1756488375142839,0.2510390530955463
0.8040846586227417,0.11026653026343253,0.1309771966506749,0.24618106040223714
0.8306065797805786,0.09431090951916221,0.11246570521890885,0.24927859703109287
0.40636980533599854,0.3283294355641337,0.24515838315617972,0.28745855816448485
0.3193310499191284,0.4036439698519801,0.331469690851299,0.33488643759659237
0.3013712763786316,0.35919756974422073,0.13628475557703157,0.2645447936537153
0.10075867921113968,0.5244378046195466,0.5338322077099709,0.5842112971649274
0.5921714305877686,0.2127227718422697,0.09589091340522891,0.2512485318895578
0.6923593282699585,0.1717287285095696,0.18148438656455876,0.2429291927930981
0.945681631565094,0.036522176708379504,0.11102220559128684,0.23532321371684226
0.49539828300476074,0.2605432069621803,0.10597963925707152,0.2531889392743158
0.5178263187408447,0.251562861487949,0.11907625547295246,0.25355572825511696
0.39946451783180237,0.33868585371444276,0.3707523753036097,0.3236727867666863
0.2831959128379822,0.43479729050223703,0.439029973454098,0.38795166429598554
0.8085155487060547,0.10695459486396254,0.1233726669867382,0.24952444496305953
0.4919080138206482,0.2779343689328727,0.23335441548531421,0.2673029446491815
0.09600915014743805,0.4597179704544789,0.07595053271420417,0.26339880666790993
0.9273502826690674,0.04601188400941065,0.10689136214750797,0.24219661266230444
0.40910133719444275,0.31637146710157904,0.1756732394107184,0.2706385975066764
0.2415013164281845,0.4649390287816124,0.4432303158613428,0.4107472741445054
0.37603598833084106,0.36955563187648643,0.43728465318376786,0.3621340131152405
0.3443937301635742,0.4132582686538184,0.3964477394978931,0.3508586933024288
0.6914661526679993,0.16881845827608677,0.15073729522458115,0.24756631749768265
0.48817065358161926,0.2845085906255038,0.22596406953991835,0.2676476922658384
0.5166639089584351,0.25080652516937774,0.108833686631248,0.25426976755506187
0.6961873173713684,0.16230390272397002,0.1205691718213628,0.24824436597501862
0.5167098641395569,0.2566436261769429,0.15877356871953555,0.25963212635173216
0.9755484461784363,0.01983395920890461,0.09962735004856209,0.24602148968346388
0.6273141503334045,0.20171483123452089,0.16134722197180584,0.2473706981300295
0.43381762504577637,0.2969833531121123,0.19506237441506757,0.266554766184179
0.018569407984614372,0.5000449053388116,0.003685881964631563,0.254752205709625
0.3518345057964325,0.33870465809458916,0.20459924187707768,0.2799546913765864
0.27652299404144287,0.3700405934903078,0.09071341177010751,0.25321401764337337
0.02481958270072937,0.4961152889274612,0.01168205140055813,0.2503860877898486
0.5691747665405273,0.252824353982966,0.26991957381187665,0.26736504976610087
0.7879933714866638,0.11245604235797448,0.079210144497545,0.2486310375126895
0.950924277305603,0.03574809895497358,0.12702053071238775,0.22752844571133687
